30000001,30000003,0
30000001,30000005,0
30000001,30000007,0
30000002,30000005,0
30000002,30002973,2
30000003,30000001,0
30000003,30000007,0
30000003,30000052,1
30000003,30000084,1
30000004,30000005,0
30000004,30002509,2
30000005,30000001,0
30000005,30000002,0
30000005,30000004,0
30000005,30000032,1
30000006,30000008,0
30000006,30000023,1
30000007,30000001,0
30000007,30000003,0
30000007,30000008,0
30000008,30000006,0
30000008,30000007,0
30000008,30000057,1
30000008,30000076,1
30000009,30000010,0
30000010,30000009,0
30000010,30000011,0
30000010,30000013,0
30000011,30000010,0
30000011,30000038,1
30000012,30000013,0
30000012,30000073,1
30000013,30000010,0
30000013,30000012,0
30000013,30000014,0
30000013,30000015,0
30000013,30000016,0
30000014,30000013,0
30000014,30000090,1
30000014,30000098,1
30000015,30000013,0
30000015,30000018,1
30000015,30000046,1
30000015,30001047,2
30000016,30000013,0
30000017,30000018,0
30000017,30000020,0
30000017,30000021,0
30000017,30000022,0
30000018,30000015,1
30000018,30000017,0
30000018,30000021,0
30000019,30000022,0
30000020,30000017,0
30000021,30000017,0
30000021,30000018,0
30000022,30000017,0
30000022,30000019,0
30000023,30000006,1
30000023,30000024,0
30000023,30000030,0
30000024,30000023,0
30000024,30000025,0
30000024,30000027,0
30000024,30000028,0
30000025,30000024,0
30000025,30000026,0
30000025,30000027,0
30000025,30000028,0
30000026,30000025,0
30000026,30000028,0
30000026,30000029,0
30000026,30000030,0
30000027,30000024,0
30000027,30000025,0
30000027,30000028,0
30000028,30000024,0
30000028,30000025,0
30000028,30000026,0
30000028,30000027,0
30000028,30000064,1
30000029,30000026,0
30000029,30000030,0
30000030,30000023,0
30000030,30000026,0
30000030,30000029,0
30000030,30000112,1
30000031,30000033,0
30000031,30000035,0
30000032,30000005,1
30000032,30000033,0
30000032,30000034,0
30000033,30000031,0
30000033,30000032,0
30000034,30000032,0
30000035,30000031,0
30000035,30000036,0
30000035,30000114,1
30000036,30000035,0
30000036,30000037,0
30000037,30000036,0
30000037,30002508,2
30000038,30000011,1
30000038,30000039,0
30000038,30000040,0
30000038,30000043,0
30000039,30000038,0
30000039,30000040,0
30000039,30000041,0
30000040,30000038,0
30000040,30000039,0
30000040,30000043,0
30000041,30000039,0
30000041,30000042,0
30000042,30000041,0
30000043,30000038,0
30000043,30000040,0
30000043,30000100,1
30000044,30000045,0
30000044,30000046,0
30000045,30000044,0
30000045,30000046,0
30000045,30000048,0
30000045,30000049,0
30000046,30000015,1
30000046,30000044,0
30000046,30000045,0
30000046,30000047,0
30000046,30000048,0
30000047,30000046,0
30000047,30000050,0
30000048,30000045,0
30000048,30000046,0
30000048,30000106,1
30000049,30000045,0
30000050,30000047,0
30000051,30000052,0
30000051,30000053,0
30000051,30000056,0
30000051,30000109,1
30000052,30000003,1
30000052,30000051,0
30000052,30000053,0
30000052,30000054,0
30000052,30000055,0
30000053,30000051,0
30000053,30000052,0
30000054,30000052,0
30000054,30000055,0
30000055,30000052,0
30000055,30000054,0
30000056,30000051,0
30000057,30000008,1
30000057,30000058,0
30000057,30000061,0
30000057,30000068,0
30000058,30000057,0
30000058,30000059,0
30000058,30000068,0
30000058,30000105,1
30000059,30000058,0
30000059,30000060,0
30000060,30000059,0
30000060,30000062,0
30000060,30000063,0
30000060,30000065,0
30000061,30000057,0
30000062,30000060,0
30000062,30000065,0
30000062,30000067,0
30000063,30000060,0
30000063,30000064,0
30000063,30000069,0
30000064,30000028,1
30000064,30000063,0
30000064,30000066,0
30000064,30000069,0
30000065,30000060,0
30000065,30000062,0
30000065,30000067,0
30000065,30000118,1
30000066,30000064,0
30000066,30000069,0
30000067,30000062,0
30000067,30000065,0
30000068,30000057,0
30000068,30000058,0
30000069,30000063,0
30000069,30000064,0
30000069,30000066,0
30000070,30000073,0
30000070,30000074,0
30000070,30000075,0
30000070,30000085,1
30000071,30000074,0
30000072,30000074,0
30000072,30000075,0
30000072,30002982,2
30000073,30000012,1
30000073,30000070,0
30000073,30000085,1
30000074,30000070,0
30000074,30000071,0
30000074,30000072,0
30000074,30000075,0
30000075,30000070,0
30000075,30000072,0
30000075,30000074,0
30000075,30003703,2
30000076,30000008,1
30000076,30000077,0
30000076,30000079,0
30000077,30000076,0
30000077,30000078,0
30000077,30000080,0
30000078,30000077,0
30000078,30000080,0
30000079,30000076,0
30000080,30000077,0
30000080,30000078,0
30000080,30000081,0
30000081,30000080,0
30000082,30000083,0
30000082,30000084,0
30000082,30000085,0
30000083,30000082,0
30000083,30000087,0
30000084,30000003,1
30000084,30000082,0
30000084,30000086,0
30000085,30000070,1
30000085,30000073,1
30000085,30000082,0
30000085,30000086,0
30000085,30000107,1
30000086,30000084,0
30000086,30000085,0
30000087,30000083,0
30000087,30000088,0
30000088,30000087,0
30000089,30000090,0
30000089,30000091,0
30000089,30000092,0
30000090,30000014,1
30000090,30000089,0
30000090,30000093,0
30000091,30000089,0
30000092,30000089,0
30000092,30000094,0
30000093,30000090,0
30000094,30000092,0
30000095,30000097,0
30000095,30000102,0
30000096,30000097,0
30000097,30000095,0
30000097,30000096,0
30000097,30000098,0
30000097,30000100,0
30000098,30000014,1
30000098,30000097,0
30000098,30000099,0
30000098,30000102,0
30000099,30000098,0
30000099,30000101,0
30000099,30000102,0
30000099,30000103,0
30000100,30000043,1
30000100,30000097,0
30000101,30000099,0
30000101,30000103,0
30000101,30000105,0
30000102,30000095,0
30000102,30000098,0
30000102,30000099,0
30000102,30000104,0
30000103,30000099,0
30000103,30000101,0
30000104,30000102,0
30000105,30000058,1
30000105,30000101,0
30000106,30000048,1
30000106,30000107,0
30000106,30000109,0
30000107,30000085,1
30000107,30000106,0
30000107,30000108,0
30000107,30000110,0
30000107,30000111,0
30000108,30000107,0
30000108,30000111,0
30000109,30000051,1
30000109,30000106,0
30000109,30000110,0
30000109,30000111,0
30000110,30000107,0
30000110,30000109,0
30000111,30000107,0
30000111,30000108,0
30000111,30000109,0
30000112,30000030,1
30000112,30000113,0
30000112,30000118,0
30000113,30000112,0
30000113,30000114,0
30000113,30000115,0
30000113,30000116,0
30000113,30000117,0
30000114,30000035,1
30000114,30000113,0
30000114,30000115,0
30000114,30000116,0
30000114,30000117,0
30000115,30000113,0
30000115,30000114,0
30000115,30000116,0
